user_id,signup_date,user_segment,variant_group
938,2025-09-13,career_changer,control
939,2025-09-28,student,control
940,2025-09-29,professional,control
941,2025-10-01,student,control
942,2025-09-27,professional,control
943,2025-09-14,professional,control
944,2025-09-18,career_changer,treatment
945,2025-09-24,student,treatment
946,2025-09-24,student,control
947,2025-09-18,student,control
948,2025-09-26,career_changer,control
949,2025-09-20,career_changer,treatment
950,2025-09-29,professional,treatment
951,2025-09-08,professional,control
952,2025-09-16,professional,control
953,2025-09-08,student,treatment
954,2025-09-09,career_changer,treatment
955,2025-09-14,student,control
956,2025-09-16,student,treatment
957,2025-09-01,professional,control
958,2025-09-13,student,control
959,2025-09-11,student,treatment
960,2025-09-22,professional,treatment
961,2025-09-22,student,control
962,2025-09-26,professional,treatment
963,2025-09-13,student,control
964,2025-09-24,student,treatment
965,2025-09-06,student,control
966,2025-09-27,student,treatment
967,2025-09-15,professional,treatment
968,2025-09-30,student,control
969,2025-09-05,professional,treatment
970,2025-09-20,student,treatment
971,2025-09-18,professional,treatment
972,2025-09-01,career_changer,control
973,2025-09-30,professional,treatment
974,2025-09-13,student,treatment
975,2025-09-19,student,control
976,2025-09-19,student,treatment
977,2025-09-22,professional,control
978,2025-09-01,student,control
979,2025-09-03,student,treatment
980,2025-09-21,professional,treatment
981,2025-09-14,student,treatment
982,2025-09-05,professional,control
983,2025-09-28,student,treatment
984,2025-09-15,student,control
985,2025-09-06,professional,control
986,2025-09-02,student,control
987,2025-09-09,professional,treatment
988,2025-09-13,student,treatment
989,2025-09-11,student,treatment
990,2025-09-07,career_changer,treatment
991,2025-09-15,professional,control
992,2025-09-11,professional,treatment
993,2025-09-11,student,control
994,2025-09-25,professional,control
995,2025-09-29,student,control
996,2025-09-13,student,treatment
997,2025-09-09,career_changer,treatment
998,2025-09-25,student,treatment
999,2025-10-01,career_changer,control
1000,2025-09-27,student,control
1001,2025-09-14,student,treatment
1002,2025-09-09,professional,control
1003,2025-09-27,career_changer,treatment
1004,2025-09-03,professional,treatment
1005,2025-09-16,career_changer,control
1006,2025-09-01,professional,treatment
1007,2025-09-24,professional,treatment
1008,2025-09-18,career_changer,control
1009,2025-09-02,student,treatment
1010,2025-10-01,student,control
1011,2025-09-12,student,treatment
1012,2025-09-08,career_changer,treatment
1013,2025-09-21,career_changer,treatment
1014,2025-09-03,student,treatment
1015,2025-09-25,professional,control
1016,2025-10-01,career_changer,treatment
1017,2025-09-21,student,control
1018,2025-09-02,professional,treatment
1019,2025-09-25,career_changer,treatment
1020,2025-09-01,student,control
1021,2025-10-01,professional,control
1022,2025-09-08,student,treatment
1023,2025-09-07,career_changer,treatment
1024,2025-09-27,career_changer,control
1025,2025-09-01,career_changer,control
1026,2025-09-20,student,control
1027,2025-09-05,career_changer,treatment
1028,2025-09-08,career_changer,control
1029,2025-09-05,student,treatment
1030,2025-09-16,career_changer,control
1031,2025-09-22,student,treatment
1032,2025-09-04,professional,control
1033,2025-09-19,student,treatment
1034,2025-10-01,student,control
1035,2025-09-07,student,treatment
1036,2025-09-15,professional,control
1037,2025-09-23,student,treatment
1038,2025-09-09,professional,treatment
1039,2025-09-25,student,control
1040,2025-09-12,student,treatment
1041,2025-09-06,professional,treatment
1042,2025-09-20,professional,control
1043,2025-09-20,student,control
1044,2025-10-01,professional,control
1045,2025-09-24,career_changer,treatment
1046,2025-09-23,professional,treatment
1047,2025-09-04,student,control
1048,2025-09-25,student,treatment
1049,2025-09-27,career_changer,treatment
1050,2025-09-06,student,treatment
1051,2025-10-01,career_changer,treatment
1052,2025-09-10,professional,treatment
1053,2025-09-04,career_changer,treatment
1054,2025-09-19,professional,control
1055,2025-09-01,career_changer,treatment
1056,2025-09-30,student,control
1057,2025-09-10,professional,control
1058,2025-09-19,student,control
1059,2025-09-22,student,treatment
1060,2025-09-30,professional,treatment
1061,2025-10-01,career_changer,control
1062,2025-09-13,career_changer,control
1063,2025-09-13,professional,control
1064,2025-10-01,student,treatment
1065,2025-09-23,student,control
1066,2025-09-07,professional,treatment
1067,2025-09-03,student,control
1068,2025-09-19,student,control
1069,2025-09-23,student,control
1070,2025-09-27,student,control
1071,2025-09-21,student,treatment
1072,2025-09-08,student,control
1073,2025-09-04,student,control
1074,2025-09-23,student,control
1075,2025-09-25,career_changer,control
1076,2025-09-10,student,control
1077,2025-09-28,student,control
1078,2025-09-22,professional,treatment
1079,2025-09-20,student,treatment
1080,2025-09-26,career_changer,control
1081,2025-09-04,professional,control
1082,2025-09-26,student,treatment
1083,2025-09-19,student,control
1084,2025-09-26,career_changer,control
1085,2025-09-02,career_changer,control
1086,2025-09-12,student,control
1087,2025-09-18,professional,treatment
1088,2025-09-14,student,control
1089,2025-09-22,career_changer,treatment
1090,2025-09-12,student,control
1091,2025-09-03,career_changer,control
1092,2025-09-17,professional,treatment
1093,2025-09-21,professional,control
1094,2025-09-11,professional,treatment
1095,2025-09-01,student,control
1096,2025-09-28,student,treatment
1097,2025-09-14,student,control
1098,2025-09-27,student,treatment
1099,2025-09-16,professional,control
1100,2025-09-04,student,treatment
1101,2025-09-14,student,control
1102,2025-10-01,career_changer,treatment
1103,2025-09-12,career_changer,control
1104,2025-09-21,career_changer,treatment
1105,2025-09-29,career_changer,control
1106,2025-09-27,student,control
1107,2025-09-15,student,control
1108,2025-09-23,professional,control
1109,2025-09-05,professional,control
1110,2025-09-14,student,treatment
1111,2025-09-06,career_changer,treatment
1112,2025-09-24,student,control
1113,2025-09-17,student,treatment
1114,2025-10-01,professional,treatment
1115,2025-09-21,professional,control
1116,2025-09-09,professional,treatment
1117,2025-09-20,student,treatment
1118,2025-09-26,career_changer,treatment
1119,2025-09-30,student,control
1120,2025-09-18,student,treatment
1121,2025-09-25,career_changer,control
1122,2025-09-16,career_changer,control
1123,2025-09-15,career_changer,control
1124,2025-09-14,career_changer,treatment
1125,2025-09-27,professional,treatment
1126,2025-09-24,professional,treatment
1127,2025-09-19,student,treatment
1128,2025-09-09,student,control
1129,2025-09-11,student,control
1130,2025-09-28,student,control
1131,2025-09-08,professional,control
1132,2025-09-27,student,treatment
1133,2025-09-30,student,treatment
1134,2025-09-03,student,control
1135,2025-09-09,professional,control
1136,2025-09-29,student,control
1137,2025-09-15,career_changer,control
1138,2025-09-08,student,treatment
1139,2025-09-25,student,treatment
1140,2025-09-15,professional,treatment
1141,2025-09-19,career_changer,control
1142,2025-09-20,student,control
1143,2025-09-22,professional,control
1144,2025-09-13,professional,treatment
1145,2025-09-11,student,treatment
1146,2025-09-01,career_changer,control
1147,2025-09-16,professional,treatment
1148,2025-09-28,professional,control
1149,2025-09-11,career_changer,treatment
1150,2025-09-06,career_changer,treatment
1151,2025-09-16,professional,treatment
1152,2025-09-07,career_changer,treatment
1153,2025-09-12,professional,control
1154,2025-09-26,professional,control
1155,2025-09-09,professional,control
1156,2025-09-11,professional,control
1157,2025-09-09,student,treatment
1158,2025-09-29,career_changer,treatment
1159,2025-09-20,career_changer,control
1160,2025-09-23,student,treatment
1161,2025-09-29,career_changer,control
1162,2025-09-09,student,control
1163,2025-09-18,student,control
1164,2025-09-01,professional,control
1165,2025-09-17,student,control
1166,2025-10-01,career_changer,control
1167,2025-09-07,career_changer,control
1168,2025-09-03,professional,treatment
1169,2025-09-08,student,control
1170,2025-09-24,student,control
1171,2025-09-14,professional,control
1172,2025-09-16,career_changer,treatment
1173,2025-09-18,professional,control
1174,2025-09-25,student,treatment
1175,2025-09-08,professional,treatment
1176,2025-09-23,professional,treatment
1177,2025-09-16,professional,treatment
1178,2025-09-21,student,control
1179,2025-09-23,professional,control
1180,2025-09-16,professional,control
1181,2025-09-15,career_changer,treatment
1182,2025-09-26,student,control
1183,2025-09-01,professional,control
1184,2025-09-03,career_changer,treatment
1185,2025-09-10,student,control
1186,2025-09-08,career_changer,treatment
1187,2025-09-13,professional,treatment
1188,2025-09-23,student,control
1189,2025-09-08,student,control
1190,2025-09-10,professional,control
1191,2025-09-22,student,treatment
1192,2025-09-19,professional,treatment
1193,2025-09-12,student,treatment
1194,2025-09-16,professional,treatment
1195,2025-09-18,student,treatment
1196,2025-09-17,career_changer,control
1197,2025-09-12,career_changer,control
1198,2025-09-14,career_changer,treatment
1199,2025-09-24,professional,control
1200,2025-09-18,student,control
1201,2025-09-11,professional,treatment
1202,2025-09-12,student,control
1203,2025-09-23,student,treatment
1204,2025-09-15,student,treatment
1205,2025-09-09,student,control
1206,2025-09-10,professional,treatment
1207,2025-09-09,professional,control
1208,2025-09-08,student,control
1209,2025-09-04,student,control
1210,2025-09-24,career_changer,control
1211,2025-09-07,student,control
1212,2025-09-11,student,control
1213,2025-09-04,student,control
1214,2025-09-24,professional,control
1215,2025-09-18,professional,treatment
1216,2025-10-01,student,treatment
1217,2025-09-25,student,control
1218,2025-09-23,professional,control
1219,2025-09-06,professional,control
1220,2025-09-07,student,control
1221,2025-09-07,career_changer,treatment
1222,2025-09-24,student,treatment
1223,2025-09-16,student,control
1224,2025-09-09,career_changer,control
1225,2025-09-24,student,control
1226,2025-09-19,professional,treatment
1227,2025-09-25,student,control
1228,2025-09-17,student,treatment
1229,2025-09-20,career_changer,treatment
1230,2025-09-10,student,control
1231,2025-09-04,career_changer,treatment
1232,2025-09-27,student,treatment
1233,2025-09-07,student,treatment
1234,2025-09-10,student,control
1235,2025-09-08,professional,control
1236,2025-09-12,student,treatment
1237,2025-09-06,career_changer,treatment
1238,2025-09-10,student,treatment
1239,2025-09-01,career_changer,treatment
1240,2025-09-23,student,treatment
1241,2025-09-18,career_changer,treatment
1242,2025-09-05,professional,control
1243,2025-09-09,professional,treatment
1244,2025-09-02,career_changer,treatment
1245,2025-09-02,professional,treatment
1246,2025-09-18,professional,treatment
1247,2025-09-10,student,control
1248,2025-09-23,student,treatment
1249,2025-10-01,career_changer,treatment
1250,2025-09-05,professional,control
1251,2025-09-21,professional,control
1252,2025-09-28,student,control
1253,2025-09-25,student,control
1254,2025-09-16,student,control
1255,2025-09-04,professional,control
1256,2025-09-28,student,treatment
1257,2025-09-01,student,treatment
1258,2025-09-19,student,treatment
1259,2025-09-10,student,treatment
1260,2025-09-16,professional,control
1261,2025-09-16,student,control
1262,2025-09-15,professional,treatment
1263,2025-09-11,student,control
1264,2025-09-06,student,treatment
1265,2025-10-01,student,treatment
1266,2025-09-02,student,treatment
1267,2025-09-09,student,treatment
1268,2025-10-01,student,control
1269,2025-09-28,professional,control
1270,2025-09-16,student,treatment
1271,2025-09-04,professional,control
1272,2025-09-27,career_changer,treatment
1273,2025-09-03,professional,control
1274,2025-09-13,student,treatment
1275,2025-09-16,student,treatment
1276,2025-09-03,student,treatment
1277,2025-09-19,student,control
1278,2025-09-21,career_changer,control
1279,2025-09-22,student,treatment
1280,2025-09-02,student,control
1281,2025-09-05,professional,treatment
1282,2025-09-05,professional,treatment
1283,2025-09-26,professional,treatment
1284,2025-09-19,student,treatment
1285,2025-10-01,student,control
1286,2025-09-10,professional,treatment
1287,2025-09-03,student,treatment
1288,2025-09-08,student,control
1289,2025-09-04,student,treatment
1290,2025-09-18,student,control
1291,2025-09-25,student,control
1292,2025-09-14,student,control
1293,2025-09-20,professional,treatment
1294,2025-09-20,professional,control
1295,2025-09-26,career_changer,treatment
1296,2025-09-20,student,treatment
1297,2025-09-08,student,control
1298,2025-09-25,student,control
1299,2025-09-17,professional,treatment
1300,2025-09-13,professional,control
1301,2025-09-15,student,treatment
1302,2025-09-30,career_changer,control
1303,2025-09-15,student,control
1304,2025-09-10,professional,treatment
1305,2025-09-28,professional,control
1306,2025-09-19,career_changer,control
1307,2025-09-14,professional,control
1308,2025-09-10,career_changer,control
1309,2025-09-19,student,treatment
1310,2025-09-20,career_changer,treatment
1311,2025-09-02,student,control
1312,2025-09-20,career_changer,treatment
1313,2025-10-01,professional,treatment
1314,2025-09-24,career_changer,control
1315,2025-09-04,student,control
1316,2025-10-01,professional,treatment
1317,2025-09-25,professional,treatment
1318,2025-09-07,professional,treatment
1319,2025-09-21,student,treatment
1320,2025-09-07,student,control
1321,2025-09-09,student,treatment
1322,2025-09-22,student,treatment
1323,2025-09-03,career_changer,treatment
1324,2025-09-06,student,control
1325,2025-09-08,career_changer,control
1326,2025-09-06,student,control
1327,2025-09-18,student,treatment
1328,2025-09-03,professional,control
1329,2025-09-06,professional,control
1330,2025-09-01,student,control
1331,2025-09-14,professional,control
1332,2025-09-15,professional,treatment
1333,2025-09-23,student,treatment
1334,2025-09-20,career_changer,treatment
1335,2025-09-16,career_changer,control
1336,2025-09-10,professional,treatment
1337,2025-09-02,student,control
1338,2025-09-08,professional,control
1339,2025-09-10,student,control
1340,2025-09-23,student,control
1341,2025-09-10,student,control
1342,2025-09-23,student,treatment
1343,2025-09-28,career_changer,treatment
1344,2025-09-15,professional,treatment
1345,2025-09-03,professional,control
1346,2025-09-22,student,control
1347,2025-09-08,student,control
1348,2025-09-30,student,treatment
1349,2025-09-09,career_changer,treatment
1350,2025-09-26,student,treatment
1351,2025-09-26,career_changer,control
1352,2025-09-21,professional,treatment
1353,2025-09-19,student,control
1354,2025-09-22,professional,treatment
1355,2025-09-26,student,treatment
1356,2025-09-30,career_changer,treatment
1357,2025-09-07,career_changer,treatment
1358,2025-09-14,student,control
1359,2025-09-04,student,treatment
1360,2025-09-18,professional,treatment
1361,2025-09-08,career_changer,control
1362,2025-09-21,student,control
1363,2025-09-05,professional,control
1364,2025-09-30,professional,control
1365,2025-09-09,professional,control
1366,2025-09-27,student,treatment
1367,2025-09-05,professional,control
1368,2025-09-03,career_changer,control
1369,2025-09-02,student,treatment
1370,2025-09-06,student,treatment
1371,2025-09-26,career_changer,treatment
1372,2025-09-10,student,control
1373,2025-09-20,career_changer,treatment
1374,2025-09-24,student,treatment
1375,2025-09-27,student,control
1376,2025-09-19,career_changer,control
1377,2025-09-30,student,treatment
1378,2025-09-10,professional,treatment
1379,2025-09-15,student,treatment
1380,2025-09-04,professional,treatment
1381,2025-09-15,student,treatment
1382,2025-09-23,student,treatment
1383,2025-09-10,career_changer,control
1384,2025-09-23,student,control
1385,2025-09-13,professional,control
1386,2025-10-01,student,treatment
1387,2025-09-09,professional,treatment
1388,2025-09-17,student,treatment
1389,2025-09-18,career_changer,control
1390,2025-09-16,student,treatment
1391,2025-09-15,student,control
1392,2025-09-03,student,control
1393,2025-09-20,student,treatment
1394,2025-09-02,professional,treatment
1395,2025-09-29,student,treatment
1396,2025-09-14,career_changer,control
1397,2025-09-24,student,control
1398,2025-09-11,student,control
1399,2025-09-20,professional,control
1400,2025-09-09,professional,treatment
1401,2025-09-01,student,treatment
1402,2025-09-03,student,treatment
1403,2025-09-08,student,control
1404,2025-10-01,professional,treatment
1405,2025-09-22,professional,control
1406,2025-09-27,student,treatment
1407,2025-09-28,career_changer,control
1408,2025-09-19,career_changer,control
1409,2025-09-19,professional,treatment
1410,2025-10-01,career_changer,treatment
1411,2025-09-01,student,control
1412,2025-09-25,student,control
1413,2025-09-22,student,treatment
1414,2025-09-27,student,control
1415,2025-09-09,professional,control
1416,2025-09-19,career_changer,control
1417,2025-09-02,student,control
1418,2025-09-25,student,treatment
1419,2025-09-25,student,treatment
1420,2025-09-06,career_changer,treatment
1421,2025-09-16,student,treatment
1422,2025-09-17,professional,control
1423,2025-09-21,student,control
1424,2025-09-15,student,control
1425,2025-09-30,career_changer,control
1426,2025-09-09,career_changer,control
1427,2025-09-06,student,treatment
1428,2025-09-19,career_changer,treatment
1429,2025-09-14,professional,control
1430,2025-09-21,career_changer,treatment
1431,2025-09-27,student,treatment
1432,2025-09-16,professional,treatment
1433,2025-09-03,student,treatment
1434,2025-09-16,professional,treatment
1435,2025-09-12,student,treatment
1436,2025-09-14,student,treatment
1437,2025-09-11,student,treatment
1438,2025-09-11,professional,control
1439,2025-09-22,student,control
1440,2025-09-04,professional,treatment
1441,2025-09-28,career_changer,control
1442,2025-09-06,student,control
1443,2025-09-11,professional,treatment
1444,2025-09-14,student,control
1445,2025-09-23,career_changer,treatment
1446,2025-09-16,student,treatment
1447,2025-09-10,professional,treatment
1448,2025-09-22,career_changer,control
1449,2025-10-01,career_changer,control
1450,2025-09-13,professional,treatment
1451,2025-09-27,student,treatment
1452,2025-09-25,professional,treatment
1453,2025-09-18,career_changer,control
1454,2025-09-02,professional,control
1455,2025-09-15,student,treatment
1456,2025-09-03,career_changer,control
1457,2025-09-11,professional,treatment
1458,2025-09-09,professional,control
1459,2025-09-11,student,control
1460,2025-09-04,professional,control
1461,2025-09-25,student,control
1462,2025-09-13,professional,treatment
1463,2025-09-28,student,treatment
1464,2025-09-17,professional,control
1465,2025-09-27,career_changer,treatment
1466,2025-09-01,student,control
1467,2025-09-22,career_changer,treatment
1468,2025-09-28,student,control
1469,2025-09-18,career_changer,treatment
1470,2025-09-15,professional,treatment
1471,2025-09-14,professional,treatment
1472,2025-09-02,professional,treatment
1473,2025-09-07,career_changer,treatment
1474,2025-09-17,student,treatment
1475,2025-09-12,student,treatment
1476,2025-09-20,professional,treatment
1477,2025-09-25,career_changer,treatment
1478,2025-09-16,professional,control
1479,2025-09-21,professional,treatment
1480,2025-09-15,student,control
1481,2025-09-25,career_changer,treatment
1482,2025-09-02,student,control
1483,2025-09-07,professional,treatment
1484,2025-09-09,student,control
1485,2025-09-18,student,control
1486,2025-09-05,student,control
1487,2025-09-30,student,treatment
1488,2025-09-10,professional,control
1489,2025-09-15,student,control
1490,2025-09-29,student,treatment
1491,2025-09-23,student,treatment
1492,2025-09-16,student,control
1493,2025-09-04,student,control
1494,2025-09-01,student,control
1495,2025-09-21,professional,treatment
1496,2025-09-20,professional,control
1497,2025-09-26,professional,control
1498,2025-09-08,student,control
1499,2025-09-23,student,control
1500,2025-09-06,career_changer,treatment
1501,2025-09-10,professional,control
1502,2025-09-18,student,control
1503,2025-09-01,student,control
1504,2025-09-18,student,control
1505,2025-09-14,student,control
1506,2025-09-03,student,treatment
1507,2025-09-08,professional,treatment
1508,2025-09-27,professional,treatment
1509,2025-09-30,professional,treatment
1510,2025-09-04,professional,treatment
1511,2025-09-15,career_changer,control
1512,2025-10-01,professional,treatment
1513,2025-09-04,career_changer,treatment
1514,2025-09-21,student,treatment
1515,2025-09-27,student,treatment
1516,2025-09-05,student,control
1517,2025-09-16,professional,treatment
1518,2025-09-30,career_changer,treatment
1519,2025-09-23,student,treatment
1520,2025-09-10,career_changer,control
1521,2025-09-17,student,control
1522,2025-09-23,career_changer,control
1523,2025-09-09,student,treatment
1524,2025-09-14,student,control
1525,2025-09-27,student,control
1526,2025-09-16,student,treatment
1527,2025-09-16,student,control
1528,2025-09-08,student,treatment
1529,2025-09-15,career_changer,control
1530,2025-09-18,professional,treatment
1531,2025-09-05,student,treatment
1532,2025-09-13,professional,treatment
1533,2025-09-07,professional,treatment
1534,2025-09-30,student,control
1535,2025-09-20,student,control
1536,2025-09-17,student,control
1537,2025-09-24,student,treatment
1538,2025-09-29,professional,treatment
1539,2025-09-05,student,control
1540,2025-09-28,professional,treatment
1541,2025-09-03,professional,control
1542,2025-09-09,student,treatment
1543,2025-09-25,professional,treatment
1544,2025-09-26,student,control
1545,2025-09-28,career_changer,control
1546,2025-09-14,student,control
1547,2025-09-11,career_changer,treatment
1548,2025-09-30,professional,treatment
1549,2025-09-26,student,control
1550,2025-09-17,professional,control
1551,2025-09-09,career_changer,control
1552,2025-09-27,professional,treatment
1553,2025-09-01,career_changer,treatment
1554,2025-09-10,career_changer,control
1555,2025-09-24,student,treatment
1556,2025-09-10,student,treatment
1557,2025-09-27,professional,control
1558,2025-09-19,student,control
1559,2025-09-19,career_changer,treatment
1560,2025-09-22,career_changer,treatment
1561,2025-09-16,student,control
1562,2025-09-28,student,control
1563,2025-09-05,professional,control
1564,2025-09-15,student,treatment
1565,2025-09-18,career_changer,control
1566,2025-09-16,student,control
1567,2025-09-12,professional,treatment
1568,2025-09-11,student,treatment
1569,2025-09-18,professional,control
1570,2025-09-25,student,control
1571,2025-09-18,professional,treatment
1572,2025-09-13,student,control
1573,2025-09-15,professional,control
1574,2025-09-30,career_changer,treatment
1575,2025-09-11,student,control
1576,2025-09-28,student,treatment
1577,2025-09-07,student,treatment
1578,2025-09-23,professional,control
1579,2025-09-08,professional,control
1580,2025-09-19,professional,treatment
1581,2025-09-13,student,treatment
1582,2025-09-08,student,treatment
1583,2025-09-28,professional,treatment
1584,2025-09-25,student,control
1585,2025-09-14,career_changer,treatment
1586,2025-09-02,student,control
1587,2025-09-11,professional,control
1588,2025-09-24,student,control
1589,2025-09-16,student,control
1590,2025-09-23,professional,treatment
1591,2025-09-30,professional,control
1592,2025-09-26,career_changer,control
1593,2025-09-13,student,control
1594,2025-09-13,student,treatment
1595,2025-09-22,professional,treatment
1596,2025-09-26,professional,control
1597,2025-09-27,student,control
1598,2025-09-21,student,control
1599,2025-09-05,student,treatment
1600,2025-09-16,career_changer,treatment
1601,2025-10-01,student,treatment
1602,2025-09-02,student,treatment
1603,2025-09-05,student,control
1604,2025-09-17,student,treatment
1605,2025-10-01,student,treatment
1606,2025-09-19,professional,control
1607,2025-09-11,student,control
1608,2025-09-28,career_changer,treatment
1609,2025-09-04,student,treatment
1610,2025-09-28,professional,control
1611,2025-09-28,career_changer,treatment
1612,2025-09-15,professional,treatment
1613,2025-09-04,professional,control
1614,2025-09-17,student,control
1615,2025-09-30,student,control
1616,2025-09-15,professional,treatment
1617,2025-09-01,career_changer,control
1618,2025-09-24,professional,control
1619,2025-09-05,professional,treatment
1620,2025-09-14,professional,treatment
1621,2025-09-28,student,control
1622,2025-09-21,student,control
1623,2025-09-05,professional,control
1624,2025-09-03,career_changer,treatment
1625,2025-09-16,student,treatment
1626,2025-09-26,professional,control
1627,2025-09-09,student,treatment
1628,2025-09-11,professional,treatment
1629,2025-09-20,student,treatment
1630,2025-09-23,student,treatment
1631,2025-09-13,professional,control
1632,2025-09-21,student,control
1633,2025-09-03,professional,treatment
1634,2025-09-28,professional,treatment
1635,2025-09-11,career_changer,treatment
1636,2025-09-28,student,control
1637,2025-09-22,student,treatment
1638,2025-09-28,student,treatment
1639,2025-09-18,career_changer,control
1640,2025-09-13,career_changer,control
1641,2025-10-01,professional,treatment
1642,2025-09-11,career_changer,treatment
1643,2025-09-21,professional,control
1644,2025-09-23,professional,treatment
1645,2025-09-29,student,control
1646,2025-09-25,professional,control
1647,2025-09-16,student,treatment
1648,2025-09-28,career_changer,treatment
1649,2025-09-18,professional,treatment
1650,2025-09-02,professional,treatment
1651,2025-09-20,student,control
1652,2025-09-03,student,treatment
1653,2025-09-08,student,control
1654,2025-09-21,student,control
1655,2025-09-22,student,control
1656,2025-09-30,career_changer,control
1657,2025-09-10,professional,control
1658,2025-09-08,student,control
1659,2025-09-24,student,control
1660,2025-09-03,student,control
1661,2025-09-14,professional,treatment
1662,2025-09-04,professional,control
1663,2025-09-25,career_changer,control
1664,2025-09-21,student,treatment
1665,2025-09-23,career_changer,treatment
1666,2025-09-28,career_changer,treatment
1667,2025-09-04,student,control
1668,2025-09-15,career_changer,treatment
1669,2025-09-06,student,control
1670,2025-09-23,career_changer,control
1671,2025-09-10,student,control
1672,2025-09-29,career_changer,treatment
1673,2025-09-01,career_changer,control
1674,2025-09-02,career_changer,control
1675,2025-09-11,professional,control
1676,2025-09-26,student,treatment
1677,2025-09-02,student,treatment
1678,2025-09-10,student,control
1679,2025-09-12,student,treatment
1680,2025-09-12,professional,treatment
1681,2025-09-14,student,treatment
1682,2025-09-05,career_changer,control
1683,2025-09-08,professional,treatment
1684,2025-09-17,career_changer,control
1685,2025-09-14,student,treatment
1686,2025-09-19,career_changer,control
1687,2025-09-22,career_changer,control
1688,2025-09-26,student,control
1689,2025-09-06,professional,treatment
1690,2025-09-06,professional,control
1691,2025-09-06,student,treatment
1692,2025-09-03,professional,control
1693,2025-09-20,student,treatment
1694,2025-09-28,student,treatment
1695,2025-09-13,student,treatment
1696,2025-09-20,student,treatment
1697,2025-09-22,student,treatment
1698,2025-09-08,student,control
1699,2025-09-16,career_changer,treatment
1700,2025-09-30,professional,control
1701,2025-09-19,career_changer,treatment
1702,2025-09-05,student,treatment
1703,2025-09-08,student,control
1704,2025-09-15,professional,control
1705,2025-09-21,student,control
1706,2025-09-09,student,treatment
1707,2025-09-15,professional,treatment
1708,2025-09-09,student,treatment
1709,2025-09-22,professional,treatment
1710,2025-09-01,professional,treatment
1711,2025-09-29,student,control
1712,2025-09-26,student,control
1713,2025-09-15,professional,treatment
1714,2025-09-29,student,treatment
1715,2025-09-10,student,treatment
1716,2025-09-22,career_changer,control
1717,2025-09-18,student,control
1718,2025-09-06,professional,control
1719,2025-09-03,career_changer,control
1720,2025-09-15,student,control
1721,2025-10-01,student,treatment
1722,2025-09-12,student,control
1723,2025-09-19,student,treatment
1724,2025-09-10,student,control
1725,2025-09-21,professional,treatment
1726,2025-10-01,student,control
1727,2025-09-14,professional,control
1728,2025-09-23,career_changer,control
1729,2025-09-09,career_changer,treatment
1730,2025-09-15,professional,treatment
1731,2025-09-28,student,control
1732,2025-09-10,professional,control
1733,2025-09-07,professional,treatment
1734,2025-09-13,student,control
1735,2025-09-28,student,control
1736,2025-09-16,career_changer,treatment
1737,2025-09-04,student,treatment
1738,2025-09-08,student,control
1739,2025-09-13,student,control
1740,2025-09-19,student,treatment
1741,2025-09-12,career_changer,control
1742,2025-09-19,professional,control
1743,2025-09-10,professional,treatment
1744,2025-09-23,student,treatment
1745,2025-09-10,student,control
1746,2025-09-01,student,treatment
1747,2025-09-27,student,treatment
1748,2025-09-22,student,control
1749,2025-09-13,professional,treatment
1750,2025-09-09,student,control
1751,2025-09-01,professional,control
1752,2025-09-19,student,treatment
1753,2025-09-28,student,control
1754,2025-09-22,student,control
1755,2025-09-25,career_changer,control
1756,2025-09-24,career_changer,control
1757,2025-09-02,career_changer,treatment
1758,2025-09-30,student,treatment
1759,2025-09-20,student,treatment
1760,2025-09-24,professional,control
1761,2025-09-16,student,control
1762,2025-09-27,career_changer,control
1763,2025-09-29,student,control
1764,2025-09-29,student,control
1765,2025-09-10,student,treatment
1766,2025-09-25,student,treatment
1767,2025-09-26,professional,treatment
1768,2025-09-08,student,control
1769,2025-09-20,student,treatment
1770,2025-09-26,student,control
1771,2025-09-12,student,control
1772,2025-09-08,professional,treatment
1773,2025-09-21,career_changer,treatment
1774,2025-09-07,career_changer,control
1775,2025-09-20,professional,control
1776,2025-09-09,student,control
1777,2025-09-22,professional,treatment
1778,2025-09-25,student,control
1779,2025-09-24,student,treatment
1780,2025-09-25,career_changer,control
1781,2025-09-22,student,control
1782,2025-09-22,career_changer,control
1783,2025-09-27,student,treatment
1784,2025-09-05,professional,control
1785,2025-09-21,professional,treatment
1786,2025-09-04,career_changer,treatment
1787,2025-09-29,professional,treatment
1788,2025-09-21,professional,treatment
1789,2025-09-21,student,treatment
1790,2025-09-02,professional,treatment
1791,2025-09-10,student,treatment
1792,2025-09-26,professional,control
1793,2025-09-15,professional,control
1794,2025-09-02,professional,control
1795,2025-09-19,student,control
1796,2025-09-12,student,control
1797,2025-09-24,professional,treatment
1798,2025-09-05,student,control
1799,2025-09-03,student,control
1800,2025-09-30,student,treatment
1801,2025-09-10,career_changer,control
1802,2025-09-11,professional,control
1803,2025-09-24,student,control
1804,2025-09-14,student,control
1805,2025-09-06,student,control
1806,2025-09-07,professional,treatment
1807,2025-09-05,professional,treatment
1808,2025-09-26,student,control
1809,2025-09-18,student,control
1810,2025-09-29,student,control
1811,2025-09-12,professional,treatment
1812,2025-09-17,professional,control
1813,2025-09-17,student,control
1814,2025-09-30,student,treatment
1815,2025-09-09,student,control
1816,2025-09-27,career_changer,control
1817,2025-09-06,student,control
1818,2025-09-09,professional,treatment
1819,2025-09-30,professional,treatment
1820,2025-09-27,student,treatment
